Vendor,Model,OS,Kernel,CPP,Ver,JEM,Mem,Dimms,Size,Rank,Speed,Mfg,Gen,CPU,TDP,Cores,ACT,Chips,Cores,Threads,Score,URL,,,,,,,,,low(x),med(x),high(x)
Eterio,215 RE1,Red Hat Enterprise Linux,3.10.0-693.21.1.el7.x86_64,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4210,85,10,2.7,2,20,40,108,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-17890.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,4210,85,10,2.7,2,20,40,108,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14837.html,,,,,,,,,,,
Dell,PowerEdge R740,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,8253,125,16,2.5,2,32,64,160,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13680.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-47-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6226,125,12,3.5,2,24,48,168,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15297.html,,,,,,,,,,,
Lenovo,ThinkSystem SD650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,6226,125,12,3.5,2,24,48,168,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18066.html,,,,,,,,,,,
Dell,PowerEdge R640,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,5215,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11959.html,,,,,,,,,,,
Dell,PowerEdge M640,Ubuntu 18.04.2 LTS,4.15.0-60-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5215,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-19024.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215L,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12877.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215M,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12881.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215L,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13015.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215M,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13110.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215M,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13269.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5215L,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14786.html,,,,,,,,,,,
Gigabyte,029U-TR4,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5215,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16140.html,,,,,,,,,,,
Gigabyte,029U-TR4,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5215,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190819-17113.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,6262V,135,24,2.5,2,48,96,240,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16877.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,5215,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15041.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,5215L,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15052.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,5215M,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16901.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2666,Intel,CLX,5215M,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13342.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5215M,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14664.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2666,Intel,CLX,5215L,85,10,3,2,20,40,120,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14940.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4216,100,16,2.7,2,32,64,173,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13258.html,,,,,,,,,,,
Tyrone,DIT400TR-55R/55RL,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4216,100,16,2.7,2,32,64,173,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200218-20986.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5217,115,8,3.4,2,16,32,109,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-12022.html,,,,,,,,,,,
NEC,Express5800/R120h-2M,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.5.1.el7.x86_64,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5217,115,8,3.4,2,16,32,109,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200301-21036.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6238M,140,22,2.8,2,44,88,247,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18390.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6238M,140,22,2.8,2,44,88,247,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190723-16320.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6238M,140,22,2.8,2,44,88,247,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190819-16982.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4214,85,12,2.7,2,24,48,130,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12865.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4214,85,12,2.7,2,24,48,130,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14048.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4214Y,85,12,2.7,2,24,48,130,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15146.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,4214Y,85,12,2.7,2,24,48,130,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19687.html,,,,,,,,,,,
Primergy,CX2560 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,195,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19645.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,32,2Rx4,2933,Intel,CLX,6262V,135,24,2.5,2,48,96,241,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16110.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,6262V,135,24,2.5,2,48,96,241,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17613.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6252,150,24,2.8,2,48,96,270,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18798.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6240R,165,24,3.2,2,48,96,274,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200302-21054.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-65-generic,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,6240R,165,24,3.2,2,48,96,259,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200203-20775.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-25.25-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6238R,165,28,3,2,56,112,306,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200303-21132.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5218,125,16,2.8,2,32,64,180,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12152.html,,,,,,,,,,,
Huawei,XH321 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5218,125,16,2.8,2,32,64,180,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11845.html,,,,,,,,,,,
Huawei,2288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,5218,125,16,2.8,2,32,64,180,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190427-12442.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,180,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15112.html,,,,,,,,,,,
Tyrone,DIT400TR-48RL,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5218,125,16,2.8,2,32,64,180,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200218-20947.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6230T,125,20,2.8,2,40,80,225,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15303.html,,,,,,,,,,,
ASUS,ESC8000 G4(Z11PG-D24) Server System,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8276M,165,28,3,2,56,112,338,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190528-14875.html,,,,,,,,,,,
Primergy,CX2560 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,80.5,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19638.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,62.8,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12375.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6238M,140,22,2.8,2,44,88,248,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191014-18987.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6238,140,22,2.8,2,44,88,248,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18433.html,,,,,,,,,,,
Primergy,RX2530 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6238,140,22,2.8,2,44,88,248,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19467.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,6238,140,22,2.8,2,44,88,248,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16080.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,384,24,16,2Rx8,2933,Intel,CLX,6238L,140,22,2.8,2,44,88,248,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18265.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,5218T,105,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190902-17437.html,,,,,,,,,,,
Dell,PowerEdge R540,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18031.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12385.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190723-16348.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-12015.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13007.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13088.html,,,,,,,,,,,
Tyrone,DS400TR-54/R,CentOS Linux 7 (Core),3.10.0-1062.el7.x86_64,Intel C/C++,19.0.4.243,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191108-19549.html,,,,,,,,,,,
Supermicro,SuperServer 6029P-E1CR16T,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,,192,12,16,2Rx4,2933,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2020q1/cpu2017-20191223-20455.html,,,,,,,,,,,
Dell,PowerEdge R440,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2666,Intel,CLX,4216,100,16,2.7,2,32,64,174,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191028-19269.html,,,,,,,,,,,
Lenovo,ThinkSystem SD650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,6252,150,24,2.8,2,48,96,271,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15489.html,,,,,,,,,,,
Primergy,CX2550 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,196,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19616.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,196,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190819-17151.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4215,85,8,3,2,16,32,96.8,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13443.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15295.html,,,,,,,,,,,
Primergy,RX2530 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19464.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5215M,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13856.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5215L,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16101.html,,,,,,,,,,,
HPE,Synergy 480 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5215M,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16121.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5215M,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-12019.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12873.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13094.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5215L,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14621.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14783.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5215M,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14790.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-15148.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx4,2933,Intel,CLX,6262V,135,24,2.5,2,48,96,242,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13604.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13927.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5215L,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15561.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5215,85,10,3,2,20,40,121,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13944.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,6238R,165,28,3,2,56,112,301,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200302-21066.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6238R,165,28,3,2,56,112,296,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200302-21057.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4210,85,10,2.7,2,20,40,109,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12861.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4215,85,8,3,2,16,32,96.9,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12869.html,,,,,,,,,,,
Huawei,XH321 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,80.8,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12716.html,,,,,,,,,,,
Huawei,XH321 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,80.8,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12724.html,,,,,,,,,,,
